dataset,method,time,accuracy,random_state,iters,product
phoneme,QDA,0.0019605839988798834,0.7956135333714638,1312,-1,True
phoneme,DecisionTree,0.2631922919972567,0.8309831786117589,1312,-1,True
phoneme,RandomForest,2.0700551249974524,0.8749211726575448,1312,-1,True
phoneme,IWLS,0.00728687499940861,0.766979042926071,777,8,True
phoneme,SGD,0.4374072079954203,0.733559916113042,777,7,True
phoneme,ADAM,0.472495957998035,0.7651366829454295,777,5,True
phoneme,LDA,0.004385542000818532,0.7009418950826404,777,-1,True
phoneme,QDA,0.0037693750055041164,0.8084128939533929,777,-1,True
phoneme,DecisionTree,0.23665025000082096,0.8246311613650696,777,-1,True
phoneme,RandomForest,2.1063225409961888,0.8762300731811049,777,-1,True
banknote,IWLS,0.000596124998992309,0.8705705490729472,420,5,False
banknote,SGD,0.10332495799957542,0.8847686544014126,420,8,False
banknote,ADAM,0.2032222090056166,0.8705705490729472,420,11,False
banknote,LDA,0.000526999996509403,0.8743765957954518,420,-1,False
banknote,QDA,0.00024249999842140824,0.868912114921135,420,-1,False
banknote,DecisionTree,0.018825250001100358,0.8721931896819146,420,-1,False
banknote,RandomForest,0.3620545840021805,0.877096905051662,420,-1,False
banknote,IWLS,0.0007028330001048744,0.8552747750972391,69,6,False
banknote,SGD,0.10285804200248094,0.8645572338750089,69,8,False
banknote,ADAM,0.17037595799774863,0.8552747750972391,69,9,False
banknote,LDA,0.000509082994540222,0.8650822058367338,69,-1,False
banknote,QDA,0.00025425000058021396,0.8601665592860381,69,-1,False
banknote,DecisionTree,0.018925083000794984,0.875450402080798,69,-1,False
banknote,RandomForest,0.3601688750059111,0.9066027155367838,69,-1,False
banknote,IWLS,0.0006011250006849878,0.848199584794903,42,5,False
banknote,SGD,0.11417254200205207,0.8503829909084402,42,9,False
banknote,ADAM,0.30248720799863804,0.8503829909084402,42,17,False
banknote,LDA,0.0004951250011799857,0.8765719330899373,42,-1,False
banknote,QDA,0.00024937499983934686,0.8765719330899373,42,-1,False
banknote,DecisionTree,0.021522958006244153,0.8809506764979598,42,-1,False
banknote,RandomForest,0.37362633400334744,0.8935142100365094,42,-1,False
banknote,IWLS,0.0005944590011495166,0.8476507504712816,24,5,False
banknote,SGD,0.09144454200577457,0.8552986374591357,24,7,False
banknote,ADAM,0.15326958399964496,0.848199584794903,24,8,False
banknote,LDA,0.0005326669997884892,0.8765719330899373,24,-1,False
banknote,QDA,0.0002477919988450594,0.8683752117784618,24,-1,False
banknote,DecisionTree,0.01611291700100992,0.8951368506454769,24,-1,False
banknote,RandomForest,0.3810787909969804,0.8891354666284869,24,-1,False
banknote,IWLS,0.000670290995913092,0.8607511871525044,96,6,False
banknote,SGD,0.13614441599929705,0.8596535185052616,96,11,False
banknote,ADAM,0.1521780410039355,0.8471019161476603,96,8,False
banknote,LDA,0.0004955839976901188,0.8732789271482091,96,-1,False
banknote,QDA,0.00023824999516364187,0.8760111675853676,96,-1,False
banknote,DecisionTree,0.015432209002028685,0.8973321879399623,96,-1,False
banknote,RandomForest,0.3727589580012136,0.9044193094232467,96,-1,False
banknote,IWLS,0.0006022089946782216,0.8460042475004176,1312,5,False
banknote,SGD,0.1142887910027639,0.8503710597274918,1312,9,False
banknote,ADAM,0.18694108400086407,0.841088600949722,1312,10,False
banknote,LDA,0.0005101249989820644,0.8448827164912783,1312,-1,False
banknote,QDA,0.00024020899581955746,0.8416016417304986,1312,-1,False
banknote,DecisionTree,0.01630158400075743,0.8563247190206886,1312,-1,False
banknote,RandomForest,0.36797495799692115,0.8732908583291574,1312,-1,False
banknote,IWLS,0.0005960829948890023,0.8547378719545661,777,5,False
banknote,SGD,0.06909570800053189,0.8552747750972391,777,5,False
banknote,ADAM,0.18651679100003093,0.8476388192903334,777,10,False
banknote,LDA,0.0005038750023231842,0.8541651752690482,777,-1,False
banknote,QDA,0.00023712500114925206,0.8563485813825853,777,-1,False
banknote,DecisionTree,0.01459245799924247,0.8683632805975136,777,-1,False
banknote,RandomForest,0.3788061250015744,0.8749254301190732,777,-1,False
kin8nm,IWLS,0.003930833001504652,0.7334159184665523,420,6,False
kin8nm,SGD,0.8216492499996093,0.7270501742764861,420,8,False
kin8nm,ADAM,1.8869260830033454,0.7342444188808026,420,14,False
kin8nm,LDA,0.003643916003056802,0.7347960902197876,420,-1,False
kin8nm,QDA,0.0014231669993023388,0.7995691268029487,420,-1,False
kin8nm,DecisionTree,0.28677029100072104,0.7548758010989718,420,-1,False
kin8nm,RandomForest,2.595382542000152,0.8334128057951319,420,-1,False
kin8nm,IWLS,0.006595749997359235,0.7291797051174305,69,7,False
kin8nm,SGD,1.0542379160033306,0.7059171221432133,69,11,False
kin8nm,ADAM,0.6769473750027828,0.7327913973709185,69,5,False
kin8nm,LDA,0.0036717089969897643,0.7248623636302226,69,-1,False
kin8nm,QDA,0.0013267500034999102,0.7818083561319957,69,-1,False
kin8nm,DecisionTree,0.20277825000084704,0.7640558638424803,69,-1,False
kin8nm,RandomForest,2.6069663329981267,0.8403384997056207,69,-1,False
kin8nm,IWLS,0.017917041994223837,0.7283220648005209,42,6,False
kin8nm,SGD,0.6553498339999351,0.7057277127759267,42,7,False
kin8nm,ADAM,3.337287957998342,0.7303787458848165,42,23,False
kin8nm,LDA,0.004777374997502193,0.7264902245560636,42,-1,False
kin8nm,QDA,0.0011177089982083999,0.7830365368020413,42,-1,False
kin8nm,DecisionTree,0.17912237500422634,0.7428271136197918,42,-1,False
kin8nm,RandomForest,2.546942166998633,0.8269305019944276,42,-1,False
kin8nm,IWLS,0.004775082998094149,0.7315486467495431,24,6,False
kin8nm,SGD,0.585168125006021,0.7157134276009185,24,6,False
kin8nm,ADAM,1.5337500829991768,0.7315777866522026,24,11,False
kin8nm,LDA,0.0037960420013405383,0.7305453069193362,24,-1,False
kin8nm,QDA,0.0014421660016523674,0.7908927207860886,24,-1,False
kin8nm,DecisionTree,0.19054054099979112,0.7604713246801068,24,-1,False
kin8nm,RandomForest,2.5654272079991642,0.8346992662704964,24,-1,False
kin8nm,IWLS,0.003586874998291023,0.7291651351661008,96,5,False
kin8nm,SGD,0.5336722079955507,0.6924071347727121,96,5,False
kin8nm,ADAM,1.083070749999024,0.7271230240331348,96,8,False
kin8nm,LDA,0.006720750003296416,0.7244481134230976,96,-1,False
kin8nm,QDA,0.001307165999605786,0.7832468076905501,96,-1,False
kin8nm,DecisionTree,0.19037008300074376,0.7430310929384081,96,-1,False
kin8nm,RandomForest,2.581397041998571,0.8407381799614162,96,-1,False
kin8nm,IWLS,0.00456224999652477,0.7269773245198373,1312,5,False
kin8nm,SGD,1.009583458006091,0.7090062829603756,1312,11,False
kin8nm,ADAM,0.7826142920021084,0.7290194356528034,1312,5,False
kin8nm,LDA,0.003709083001012914,0.727245875213665,1312,-1,False
kin8nm,QDA,0.00147283300611889,0.787876409725575,1312,-1,False
kin8nm,DecisionTree,0.22072258299886016,0.742514853071975,1312,-1,False
kin8nm,RandomForest,2.61503770800482,0.834865827305016,1312,-1,False
kin8nm,IWLS,0.004179915995337069,0.721061262009448,777,6,False
kin8nm,SGD,0.5672140000024228,0.6958731275129026,777,6,False
kin8nm,ADAM,1.8112495000023046,0.7214609422652434,777,13,False
kin8nm,LDA,0.0035084589981124736,0.7180449509489344,777,-1,False
kin8nm,QDA,0.001301915996009484,0.769308000161594,777,-1,False
kin8nm,DecisionTree,0.1856201249975129,0.7613289649970165,777,-1,False
kin8nm,RandomForest,2.556001583005127,0.8286375042468097,777,-1,False
phoneme,IWLS,0.002141832999768667,0.7455508381363016,420,7,False
phoneme,SGD,0.45228783399943495,0.7227825685247922,420,7,False
phoneme,ADAM,0.6901495830024942,0.746779078123396,420,7,False
phoneme,LDA,0.001719249994494021,0.6781882910232155,420,-1,False
phoneme,QDA,0.0006307079966063611,0.7813256192529368,420,-1,False
phoneme,DecisionTree,0.16570104199490743,0.843991523310895,420,-1,False
phoneme,RandomForest,1.543065124998975,0.8872677343188584,420,-1,False
phoneme,IWLS,0.003033540997421369,0.7522071655887486,69,7,False
phoneme,SGD,0.3954800829960732,0.7359174036106589,69,6,False
phoneme,ADAM,0.6676038750010775,0.7527571237919252,69,7,False
phoneme,LDA,0.0017214590043295175,0.6852662530980979,69,-1,False
phoneme,QDA,0.0006025830007274635,0.7681706190329536,69,-1,False
phoneme,DecisionTree,0.230132542004867,0.8330345227096074,69,-1,False
phoneme,RandomForest,1.484714874997735,0.8736122721339845,69,-1,False
phoneme,IWLS,0.0031235420028679073,0.7466654200947395,42,7,False
phoneme,SGD,0.8253175420031766,0.7376974349949403,42,14,False
phoneme,ADAM,1.0598631250031758,0.7509477613034743,42,12,False
phoneme,LDA,0.0017125000013038516,0.6578746681918841,42,-1,False
phoneme,QDA,0.0006004579990985803,0.7681064572425829,42,-1,False
phoneme,DecisionTree,0.2212398330011638,0.8270069808027923,42,-1,False
phoneme,RandomForest,1.5198626249984954,0.8732731312420257,42,-1,False
phoneme,IWLS,0.001983666996238753,0.7399101001657208,24,6,False
phoneme,SGD,0.3699525419942802,0.6815742003607725,24,6,False
phoneme,ADAM,1.335289874994487,0.742608561749307,24,15,False
phoneme,LDA,0.0017527910022181459,0.6838601932919764,24,-1,False
phoneme,QDA,0.0005980420028208755,0.7696573393755408,24,-1,False
phoneme,DecisionTree,0.1127784169948427,0.833326000557291,24,-1,False
phoneme,RandomForest,1.5235019999963697,0.867390411662047,24,-1,False
phoneme,IWLS,0.003376291999302339,0.752062343261912,96,6,False
phoneme,SGD,0.35640329099987866,0.7402987372959655,96,5,False
phoneme,ADAM,0.8784332500072196,0.7546801443090325,96,9,False
phoneme,LDA,0.0017680830060271546,0.6831654127619634,96,-1,False
phoneme,QDA,0.0005979999987175688,0.7860277618900964,96,-1,False
phoneme,DecisionTree,0.11136999999871477,0.8381088037309165,96,-1,False
phoneme,RandomForest,1.5814135830005398,0.880787393491428,96,-1,False
phoneme,IWLS,0.0026845829997910187,0.7539047032425535,1312,7,False
phoneme,SGD,0.5985005409966107,0.7416259697596317,1312,10,False
phoneme,ADAM,1.2185302500001853,0.7545188232361006,1312,14,False
phoneme,LDA,0.0017273750054300763,0.6841351723935647,1312,-1,False
phoneme,QDA,0.0005863330006832257,0.7810341414052532,1312,-1,False
phoneme,DecisionTree,0.12288891600474017,0.83453774179829,1312,-1,False
phoneme,RandomForest,1.516039959002228,0.8753574728320648,1312,-1,False
phoneme,IWLS,0.002258125001389999,0.7387313564169122,777,7,False
phoneme,SGD,0.514756208001927,0.7424472406763754,777,8,False
phoneme,ADAM,0.8499760830018204,0.7407515362165809,777,9,False
phoneme,LDA,0.0017395419999957085,0.7011032161555721,777,-1,False
phoneme,QDA,0.0005808330024592578,0.778949799815214,777,-1,False
phoneme,DecisionTree,0.15559349999966798,0.8419878422573217,777,-1,False
phoneme,RandomForest,1.5515032499970403,0.8793813336853066,777,-1,False
elevators,IWLS,0.010374625002441462,0.6759719538440534,420,6,False
elevators,SGD,1.9096881660007057,0.626209684500573,420,9,False
elevators,ADAM,2.2933862499994575,0.6766559995196102,420,7,False
elevators,LDA,0.007692250001127832,0.6555975896666333,420,-1,False
elevators,QDA,0.0022017919982317835,0.6516989541890503,420,-1,False
elevators,DecisionTree,0.26543470800243085,0.6395589137524622,420,-1,False
elevators,RandomForest,3.6200879579992034,0.6763135518087413,420,-1,False
elevators,IWLS,0.012177707998489495,0.6787409933986052,69,7,False
elevators,SGD,3.308856083000137,0.6556754830665413,69,16,False
elevators,ADAM,2.4860582090041135,0.6802968786556789,69,8,False
elevators,LDA,0.010373541997978464,0.6468270760857064,69,-1,False
elevators,QDA,0.008848749996104743,0.6476564283581827,69,-1,False
elevators,DecisionTree,0.18168224999681115,0.630656689513509,69,-1,False
elevators,RandomForest,4.000798790999397,0.6746041457416669,69,-1,False
elevators,IWLS,0.006807416997617111,0.6745174716312238,42,5,False
elevators,SGD,2.1500175000037416,0.665267134706863,42,11,False
elevators,ADAM,2.3807515000007697,0.6744489254393047,42,8,False
elevators,LDA,0.006496834001154639,0.6558964170735535,42,-1,False
elevators,QDA,0.002404042003036011,0.6585297804879016,42,-1,False
elevators,DecisionTree,0.2347070000032545,0.636256516845085,42,-1,False
elevators,RandomForest,3.467550375004066,0.6646944057809931,42,-1,False
elevators,IWLS,0.01209108300099615,0.6784928675138069,24,7,False
elevators,SGD,1.121118540999305,0.6588668464729586,24,5,False
elevators,ADAM,2.394417583003815,0.6790316065924442,24,8,False
elevators,LDA,0.007823915999324527,0.6511862739932915,24,-1,False
elevators,QDA,0.0064857920006033964,0.6496303887362178,24,-1,False
elevators,DecisionTree,0.19184054200013634,0.6341015605305362,24,-1,False
elevators,RandomForest,3.835014666998177,0.6785109954323311,24,-1,False
elevators,IWLS,0.014568291000614408,0.6706352645798034,96,7,False
elevators,SGD,2.0597292090023984,0.6442112740924286,96,10,False
elevators,ADAM,2.518672083999263,0.6682500270502534,96,9,False
elevators,LDA,0.007627999999385793,0.6544433511043585,96,-1,False
elevators,QDA,0.0034693749985308386,0.649168410062581,96,-1,False
elevators,DecisionTree,0.27322641699720407,0.6404293370903444,96,-1,False
elevators,RandomForest,3.4105573749984615,0.6663270514430673,96,-1,False
elevators,IWLS,0.007068500002787914,0.6896321901981212,1312,5,False
elevators,SGD,2.160458500002278,0.6585734007918501,1312,12,False
elevators,ADAM,2.405701957999554,0.6902559038948399,1312,8,False
elevators,LDA,0.009264584004995413,0.6586325997757803,1312,-1,False
elevators,QDA,0.002695584000321105,0.6480320161701033,1312,-1,False
elevators,DecisionTree,0.291649958002381,0.6460676862487842,1312,-1,False
elevators,RandomForest,3.4323482500039972,0.6704573843792858,1312,-1,False
elevators,IWLS,0.0067746249987976626,0.6859049202003362,777,6,False
elevators,SGD,1.9499014590037405,0.6753646685734971,777,10,False
elevators,ADAM,2.080759999997099,0.684562887732101,777,7,False
elevators,LDA,0.006339459003356751,0.6522555379374848,777,-1,False
elevators,QDA,0.003977625005063601,0.6528792516342036,777,-1,False
elevators,DecisionTree,0.20991974999924423,0.6346252874266457,777,-1,False
elevators,RandomForest,3.4771955420001177,0.6770482990064202,777,-1,False
jm1,IWLS,0.004704833001596853,0.6075761561023292,420,8,False
jm1,SGD,2.275214875000529,0.44682269355847365,420,20,False
jm1,ADAM,2.6424757080021664,0.610830294271838,420,14,False
jm1,LDA,0.0023141249985201284,0.5236544215410525,420,-1,False
jm1,QDA,0.0008356250036740676,0.5616444457552351,420,-1,False
jm1,DecisionTree,0.20414175000041723,0.5218141316209057,420,-1,False
jm1,RandomForest,1.2452466249960708,0.517976457530683,420,-1,False
jm1,IWLS,0.0034222079993924126,0.6166066678985425,69,7,False
jm1,SGD,1.106808500000625,0.6063798924175241,69,8,False
jm1,ADAM,1.7490949999992154,0.614236410595014,69,9,False
jm1,LDA,0.002301250002346933,0.5309430530334538,69,-1,False
jm1,QDA,0.000843166999402456,0.5582193697812057,69,-1,False
jm1,DecisionTree,0.10982529199827695,0.5211788328438934,69,-1,False
jm1,RandomForest,1.3236267500033136,0.519973841700759,69,-1,False
jm1,IWLS,0.0072082920014509,0.6184469578186892,42,8,False
jm1,SGD,0.7303689580003265,0.6218873820815048,42,5,False
jm1,ADAM,2.12757183299982,0.6165997461212467,42,7,False
jm1,LDA,0.002396541996859014,0.5246367120233679,42,-1,False
jm1,QDA,0.0010467909960425459,0.5640544280415042,42,-1,False
jm1,DecisionTree,0.07822783300071023,0.5468047571268726,42,-1,False
jm1,RandomForest,1.4514333339975565,0.5326918551145614,42,-1,False
jm1,IWLS,0.005001749996154103,0.6115570808878894,24,7,False
jm1,SGD,1.1630770420015324,0.6031134154276183,24,9,False
jm1,ADAM,2.2767720420015394,0.6089710447008377,24,12,False
jm1,LDA,0.0026238330028718337,0.5223251393534338,24,-1,False
jm1,QDA,0.0008541249990230426,0.5581934883530564,24,-1,False
jm1,DecisionTree,0.09517274999961955,0.540936895661129,24,-1,False
jm1,RandomForest,1.283932416998141,0.5283431732918107,24,-1,False
jm1,IWLS,0.003823958002612926,0.6064575367019718,96,7,False
jm1,SGD,1.1149942919946625,0.5640481081578863,96,9,False
jm1,ADAM,1.9435020410019206,0.6058222379249596,96,10,False
jm1,LDA,0.0023123749997466803,0.520163739156133,96,-1,False
jm1,QDA,0.0008413750038016587,0.5583436608256898,96,-1,False
jm1,DecisionTree,0.1562552909963415,0.5356387265615078,96,-1,False
jm1,RandomForest,1.2978466670028865,0.524571105612478,96,-1,False
jm1,IWLS,0.004396042000735179,0.5988926360114191,1312,8,False
jm1,SGD,1.1112754160058103,0.5478830496508114,1312,9,False
jm1,ADAM,1.5258899589971406,0.598958242422309,1312,8,False
jm1,LDA,0.0023370409980998375,0.5213100456656733,1312,-1,False
jm1,QDA,0.0008392079980694689,0.5490645669405082,1312,-1,False
jm1,DecisionTree,0.11171537499467377,0.5424888785095668,1312,-1,False
jm1,RandomForest,1.4424907080028788,0.5291494098733436,1312,-1,False
jm1,IWLS,0.0036455410008784384,0.6347263761245632,777,7,False
jm1,SGD,0.7693332079943502,0.6010200292159191,777,6,False
jm1,ADAM,1.307630709001387,0.6322249059992548,777,7,False
jm1,LDA,0.0023035000049276277,0.5230191227640402,777,-1,False
jm1,QDA,0.0008392919990001246,0.5576168742096383,777,-1,False
jm1,DecisionTree,0.19057995799812488,0.5174067651645607,777,-1,False
jm1,RandomForest,1.302587666999898,0.5254291050503093,777,-1,False
kdd_JapaneseVowels,IWLS,0.009406459001183975,0.8344958842645287,420,8,False
kdd_JapaneseVowels,SGD,1.1569115829988732,0.8114366308704904,420,7,False
kdd_JapaneseVowels,ADAM,4.5799966670019785,0.8321006746836904,420,22,False
kdd_JapaneseVowels,LDA,0.01646275000530295,0.9111326932911037,420,-1,False
kdd_JapaneseVowels,QDA,0.003494374999718275,0.9783165074809059,420,-1,False
kdd_JapaneseVowels,DecisionTree,0.2741567499979283,0.9471602250045363,420,-1,False
kdd_JapaneseVowels,RandomForest,3.5529509999978472,0.9756759208855017,420,-1,False
kdd_JapaneseVowels,IWLS,0.06554112500452902,0.8376193893205325,69,7,False
kdd_JapaneseVowels,SGD,1.4337737090027076,0.8166641922766038,69,9,False
kdd_JapaneseVowels,ADAM,1.0653462089976529,0.8352241797396942,69,6,False
