dataset,method,time,accuracy,random_state,iters,product
kdd_JapaneseVowels,LDA,0.008342250002897345,0.8779453489714786,69,-1,False
kdd_JapaneseVowels,QDA,0.003861208002490457,0.9634895498259679,69,-1,False
kdd_JapaneseVowels,DecisionTree,0.34897608299797866,0.9429686082380693,69,-1,False
kdd_JapaneseVowels,RandomForest,3.4572839589964133,0.964347338381089,69,-1,False
kdd_JapaneseVowels,IWLS,0.05804995800281176,0.8356934890549479,42,8,False
kdd_JapaneseVowels,SGD,1.3719747499999357,0.8149943913825242,42,9,False
kdd_JapaneseVowels,ADAM,1.9947459579998394,0.834695485062932,42,11,False
kdd_JapaneseVowels,LDA,0.011955042005865835,0.8914452087560416,42,-1,False
kdd_JapaneseVowels,QDA,0.004281500005163252,0.9690890945381964,42,-1,False
kdd_JapaneseVowels,DecisionTree,0.28866420799749903,0.9481582289965523,42,-1,False
kdd_JapaneseVowels,RandomForest,3.3318500419991324,0.9628449712145956,42,-1,False
kdd_JapaneseVowels,IWLS,0.01448612500098534,0.8506635489351875,24,8,False
kdd_JapaneseVowels,SGD,1.9720566249961848,0.825832219857805,24,17,False
kdd_JapaneseVowels,ADAM,2.787730833995738,0.8486675409511555,24,17,False
kdd_JapaneseVowels,LDA,0.007410540994897019,0.8853413008693357,24,-1,False
kdd_JapaneseVowels,QDA,0.0029906659983680584,0.9743838768743505,24,-1,False
kdd_JapaneseVowels,DecisionTree,0.3208362079967628,0.9561286517873344,24,-1,False
kdd_JapaneseVowels,RandomForest,3.248170500002743,0.9746428630342621,24,-1,False
kdd_JapaneseVowels,IWLS,0.008789416999206878,0.8477990300390954,96,7,False
kdd_JapaneseVowels,SGD,1.068480083005852,0.8065303277742037,96,7,False
kdd_JapaneseVowels,ADAM,1.7694466249959078,0.8470356807047064,96,10,False
kdd_JapaneseVowels,LDA,0.013824792004015762,0.8775812012338958,96,-1,False
kdd_JapaneseVowels,QDA,0.003840749996015802,0.9698874977318092,96,-1,False
kdd_JapaneseVowels,DecisionTree,0.3575981249960023,0.9545912307616172,96,-1,False
kdd_JapaneseVowels,RandomForest,3.275250999999116,0.9686441167252273,96,-1,False
kdd_JapaneseVowels,IWLS,0.009274542004277464,0.8332982794741096,1312,7,False
kdd_JapaneseVowels,SGD,0.7568702920034411,0.8199600798403194,1312,6,False
kdd_JapaneseVowels,ADAM,1.5379899170002318,0.8323002754820936,1312,9,False
kdd_JapaneseVowels,LDA,0.007474291000107769,0.8893790930535623,1312,-1,False
kdd_JapaneseVowels,QDA,0.0032002920052036643,0.9661544679236568,1312,-1,False
kdd_JapaneseVowels,DecisionTree,0.3264680420033983,0.9515621649263457,1312,-1,False
kdd_JapaneseVowels,RandomForest,3.5970770419953624,0.9713440886821398,1312,-1,False
kdd_JapaneseVowels,IWLS,0.01868533300148556,0.8454388743174808,777,7,False
kdd_JapaneseVowels,SGD,0.7628933329979191,0.8225684993649065,777,6,False
kdd_JapaneseVowels,ADAM,2.427027375000762,0.8444408703254648,777,12,False
kdd_JapaneseVowels,LDA,0.021821791997354012,0.8880763266854721,777,-1,False
kdd_JapaneseVowels,QDA,0.0028733750004903413,0.9679859289685093,777,-1,False
kdd_JapaneseVowels,DecisionTree,0.3173633750047884,0.937463502746573,777,-1,False
kdd_JapaneseVowels,RandomForest,3.2745137919991976,0.9698417215156464,777,-1,False
mfeat-karhunen,IWLS,0.024035750000621192,0.837037037037037,420,7,False
mfeat-karhunen,SGD,0.23485666699707508,0.8009259259259259,420,10,False
mfeat-karhunen,ADAM,0.827945291006472,0.836111111111111,420,24,False
mfeat-karhunen,LDA,0.008387499998207204,0.9731481481481481,420,-1,False
mfeat-karhunen,QDA,0.005966791999526322,0.9666666666666667,420,-1,False
mfeat-karhunen,DecisionTree,0.23839783299627015,0.9462962962962963,420,-1,False
mfeat-karhunen,RandomForest,1.428131000000576,0.9083333333333333,420,-1,False
mfeat-karhunen,IWLS,0.009067374994629063,0.8425925925925926,69,6,False
mfeat-karhunen,SGD,0.32501370800309815,0.8037037037037037,69,13,False
mfeat-karhunen,ADAM,0.5532548339979257,0.8453703703703703,69,15,False
mfeat-karhunen,LDA,0.008363500004634261,0.9787037037037036,69,-1,False
mfeat-karhunen,QDA,0.010500415999558754,0.9833333333333334,69,-1,False
mfeat-karhunen,DecisionTree,0.32294591699610464,0.9222222222222223,69,-1,False
mfeat-karhunen,RandomForest,1.4315260840012343,0.95,69,-1,False
mfeat-karhunen,IWLS,0.013219416003266815,0.8611111111111112,42,7,False
mfeat-karhunen,SGD,0.18081399999937275,0.8324074074074075,42,6,False
mfeat-karhunen,ADAM,0.6335309999994934,0.8685185185185185,42,18,False
mfeat-karhunen,LDA,0.008857250002620276,0.9694444444444444,42,-1,False
mfeat-karhunen,QDA,0.006700207995891105,0.9666666666666667,42,-1,False
mfeat-karhunen,DecisionTree,0.3486961670059827,0.8925925925925926,42,-1,False
mfeat-karhunen,RandomForest,1.4004410420020577,0.8916666666666666,42,-1,False
mfeat-karhunen,IWLS,0.007358833005127963,0.8453703703703703,24,7,False
mfeat-karhunen,SGD,0.1491873749982915,0.8138888888888889,24,6,False
mfeat-karhunen,ADAM,0.5710091669971007,0.8472222222222222,24,15,False
mfeat-karhunen,LDA,0.0079312910020235,0.9888888888888889,24,-1,False
mfeat-karhunen,QDA,0.004530874997726642,0.9916666666666667,24,-1,False
mfeat-karhunen,DecisionTree,0.2428367079992313,0.8787037037037038,24,-1,False
mfeat-karhunen,RandomForest,1.484973083002842,0.8916666666666666,24,-1,False
mfeat-karhunen,IWLS,0.012980915998923592,0.862037037037037,96,7,False
mfeat-karhunen,SGD,0.21377562500128988,0.8,96,9,False
mfeat-karhunen,ADAM,0.7445721670010244,0.8666666666666667,96,23,False
mfeat-karhunen,LDA,0.009358625000459142,0.999074074074074,96,-1,False
mfeat-karhunen,QDA,0.006436584000766743,0.9916666666666667,96,-1,False
mfeat-karhunen,DecisionTree,0.27430008300143527,0.9009259259259259,96,-1,False
mfeat-karhunen,RandomForest,1.5356445829966106,0.9083333333333333,96,-1,False
mfeat-karhunen,IWLS,0.021422874997369945,0.8481481481481481,1312,6,False
mfeat-karhunen,SGD,0.13572833400394302,0.7907407407407407,1312,5,False
mfeat-karhunen,ADAM,0.9455384579996462,0.8481481481481481,1312,28,False
mfeat-karhunen,LDA,0.017315292003331706,0.9916666666666667,1312,-1,False
mfeat-karhunen,QDA,0.005505583998456132,0.9833333333333334,1312,-1,False
mfeat-karhunen,DecisionTree,0.35552041699702386,0.9018518518518519,1312,-1,False
mfeat-karhunen,RandomForest,1.4385415829965496,0.9083333333333333,1312,-1,False
mfeat-karhunen,IWLS,0.009076125003048219,0.8472222222222222,777,7,False
mfeat-karhunen,SGD,0.38431495800614357,0.8064814814814815,777,12,False
mfeat-karhunen,ADAM,0.6242038749987842,0.85,777,18,False
mfeat-karhunen,LDA,0.008983708001323976,0.9898148148148148,777,-1,False
mfeat-karhunen,QDA,0.006895166996400803,0.9833333333333334,777,-1,False
mfeat-karhunen,DecisionTree,0.22679037500347476,0.8796296296296297,777,-1,False
mfeat-karhunen,RandomForest,1.443899625002814,0.9,777,-1,False
mfeat-zernike,IWLS,0.0037474579949048348,0.8620370370370369,420,8,False
mfeat-zernike,SGD,0.1562381670009927,0.8324074074074075,420,7,False
mfeat-zernike,ADAM,0.2623787499978789,0.8675925925925926,420,8,False
mfeat-zernike,LDA,0.0036436669979593717,0.9796296296296296,420,-1,False
mfeat-zernike,QDA,0.0007988750003278255,0.9722222222222222,420,-1,False
mfeat-zernike,DecisionTree,0.16467750000447268,0.9324074074074074,420,-1,False
mfeat-zernike,RandomForest,0.7027956250021816,0.9666666666666667,420,-1,False
mfeat-zernike,IWLS,0.0016436660007457249,0.8611111111111112,69,6,False
mfeat-zernike,SGD,0.12063987500005169,0.8166666666666667,69,5,False
mfeat-zernike,ADAM,0.34465870799613185,0.8620370370370369,69,10,False
mfeat-zernike,LDA,0.0012897920023533516,0.9518518518518518,69,-1,False
mfeat-zernike,QDA,0.0005273330025374889,0.9657407407407408,69,-1,False
mfeat-zernike,DecisionTree,0.08789200000319397,0.924074074074074,69,-1,False
mfeat-zernike,RandomForest,0.703961082996102,0.9407407407407407,69,-1,False
mfeat-zernike,IWLS,0.0013277499965624884,0.8805555555555555,42,6,False
mfeat-zernike,SGD,0.13532600000326056,0.8787037037037037,42,5,False
mfeat-zernike,ADAM,0.3952563330021803,0.8824074074074074,42,12,False
mfeat-zernike,LDA,0.0013383340046857484,0.9361111111111111,42,-1,False
mfeat-zernike,QDA,0.000523874994541984,0.975,42,-1,False
mfeat-zernike,DecisionTree,0.10180200000468176,0.9342592592592592,42,-1,False
mfeat-zernike,RandomForest,0.7031190829948173,0.9388888888888889,42,-1,False
mfeat-zernike,IWLS,0.0014930830002413131,0.8787037037037038,24,5,False
mfeat-zernike,SGD,0.34591820900095627,0.8638888888888889,24,15,False
mfeat-zernike,ADAM,0.3541923750017304,0.8777777777777778,24,11,False
mfeat-zernike,LDA,0.0013757909982814454,0.9546296296296296,24,-1,False
mfeat-zernike,QDA,0.000536833998921793,0.9787037037037036,24,-1,False
mfeat-zernike,DecisionTree,0.1110658749967115,0.962962962962963,24,-1,False
mfeat-zernike,RandomForest,0.7489806250014226,0.9564814814814815,24,-1,False
mfeat-zernike,IWLS,0.0016740409992053173,0.8916666666666666,96,6,False
mfeat-zernike,SGD,0.11189995799941244,0.8592592592592593,96,5,False
mfeat-zernike,ADAM,0.24421991699637147,0.8962962962962964,96,7,False
mfeat-zernike,LDA,0.0013403750053839758,0.937037037037037,96,-1,False
mfeat-zernike,QDA,0.000567292001505848,0.9796296296296296,96,-1,False
mfeat-zernike,DecisionTree,0.09912083300150698,0.9074074074074074,96,-1,False
mfeat-zernike,RandomForest,0.7333068750012899,0.9074074074074074,96,-1,False
mfeat-zernike,IWLS,0.001890584004286211,0.8601851851851852,1312,6,False
mfeat-zernike,SGD,0.20591862499713898,0.8537037037037036,1312,9,False
mfeat-zernike,ADAM,0.2910254590024124,0.8666666666666667,1312,8,False
mfeat-zernike,LDA,0.001360666996333748,0.9722222222222222,1312,-1,False
mfeat-zernike,QDA,0.0005549169945879839,0.9712962962962963,1312,-1,False
mfeat-zernike,DecisionTree,0.13841924999724142,0.9314814814814816,1312,-1,False
mfeat-zernike,RandomForest,0.707545500001288,0.9333333333333333,1312,-1,False
mfeat-zernike,IWLS,0.0016845830032252707,0.8703703703703703,777,5,False
mfeat-zernike,SGD,0.1622796669980744,0.8351851851851851,777,8,False
mfeat-zernike,ADAM,0.30305295799917076,0.8666666666666667,777,9,False
mfeat-zernike,LDA,0.006291334000707138,0.9638888888888889,777,-1,False
mfeat-zernike,QDA,0.0006601249988307245,0.9787037037037036,777,-1,False
mfeat-zernike,DecisionTree,0.15307020799809834,0.9518518518518518,777,-1,False
mfeat-zernike,RandomForest,0.7291009160035173,0.9564814814814815,777,-1,False
pc1,IWLS,0.000709790998371318,0.6503506311360449,420,7,False
pc1,SGD,0.055565916998602916,0.3866760168302945,420,5,False
pc1,ADAM,0.1241809579951223,0.6487377279102384,420,8,False
pc1,LDA,0.000542125002539251,0.5805049088359047,420,-1,False
pc1,QDA,0.0002356670011067763,0.5925666199158486,420,-1,False
pc1,DecisionTree,0.018267250001372304,0.5185133239831697,420,-1,False
pc1,RandomForest,0.35764262499287724,0.5402524544179523,420,-1,False
pc1,IWLS,0.0007013340000412427,0.6664796633941094,69,7,False
pc1,SGD,0.11076462500204798,0.3667601683029453,69,11,False
pc1,ADAM,0.12484612499974901,0.638288920056101,69,8,False
pc1,LDA,0.0005538749974220991,0.5386395511921459,69,-1,False
pc1,QDA,0.000240790999669116,0.5539270687237027,69,-1,False
pc1,DecisionTree,0.01899254199815914,0.5418653576437588,69,-1,False
pc1,RandomForest,0.32913204199576285,0.5201262272089762,69,-1,False
pc1,IWLS,0.0007347499995375983,0.688218793828892,42,7,False
pc1,SGD,0.15747195899893995,0.6962833099579242,42,16,False
pc1,ADAM,0.11094945800141431,0.7067321178120617,42,7,False
pc1,LDA,0.0005800829967483878,0.6006311360448808,42,-1,False
pc1,QDA,0.00024995800049509853,0.6143057503506312,42,-1,False
pc1,DecisionTree,0.013915915995312389,0.5169004207573633,42,-1,False
pc1,RandomForest,0.3203786670055706,0.5619915848527349,42,-1,False
pc1,IWLS,0.0006438339987653308,0.6342215988779804,24,6,False
pc1,SGD,0.05569729200215079,0.5384291725105189,24,5,False
pc1,ADAM,0.12452087499696063,0.6406732117812062,24,8,False
pc1,LDA,0.0005687919983756728,0.5788920056100981,24,-1,False
pc1,QDA,0.0002873339981306344,0.5893408134642356,24,-1,False
pc1,DecisionTree,0.018279832998814527,0.6038569424964937,24,-1,False
pc1,RandomForest,0.34404029099823674,0.6054698457223001,24,-1,False
pc1,IWLS,0.0007865830048103817,0.7574333800841515,96,8,False
pc1,SGD,0.07406058400374604,0.7816269284712483,96,7,False
pc1,ADAM,0.0834397920043557,0.7888499298737728,96,5,False
pc1,LDA,0.0005466250004246831,0.5539270687237027,96,-1,False
pc1,QDA,0.00024400000256719068,0.5828892005610098,96,-1,False
pc1,DecisionTree,0.01732741700106999,0.5571528751753155,96,-1,False
pc1,RandomForest,0.3586480419980944,0.558765778401122,96,-1,False
pc1,IWLS,0.0007240409977384843,0.7139551192145863,1312,7,False
pc1,SGD,0.10208416700334055,0.7099579242636747,1312,10,False
pc1,ADAM,0.08256579199951375,0.7155680224403926,1312,5,False
pc1,LDA,0.0005578749987762421,0.6207573632538569,1312,-1,False
pc1,QDA,0.0002386250052950345,0.6392706872370266,1312,-1,False
pc1,DecisionTree,0.01991870799975004,0.5490883590462833,1312,-1,False
pc1,RandomForest,0.3364710419991752,0.5821178120617111,1312,-1,False
pc1,IWLS,0.000651708003715612,0.7195652173913043,777,6,False
pc1,SGD,0.08352037499571452,0.7356942496493688,777,8,False
pc1,ADAM,0.09659291599382414,0.7163394109396914,777,6,False
pc1,LDA,0.0005379589929361828,0.6239831697054699,777,-1,False
pc1,QDA,0.00023470800078939646,0.6513323983169705,777,-1,False
pc1,DecisionTree,0.021077958001114894,0.5788920056100981,777,-1,False
pc1,RandomForest,0.3415675420037587,0.6054698457223001,777,-1,False
